web-scraper-order,web-scraper-start-url,name,name-href,imgs-src,desc,sunlight,soil,maintenance,characteristics
1520335713-7315,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Geranium, Bigroot",http://www.gardening.cornell.edu/homegardening/scene8fd1.html,images/garden/photos_garden/Geraniaceae/Geranium/macrorrhizum/whole_thumb.jpg,"An old-fashioned favorite, Scented Cranesbill lives up to its name with strongly fragrant, toothed and 7-lobed gray-green leaves. The blooms can be shades of pink, purple, or white, and are arranged in loose clusters atop erect stems.",full sun,tolerates droughty soil,"Remove faded flowerheads. Allow foliage to remain on the plant for the winter, as it is evergreen and attractively tinted with red, then clean up plant in the spring. 



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	







	Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds freely if not deadheaded. This is useful if used for groundcover use.



		non-invasive



		



		



	



	not native to North America



	 - Native to Southern Europe



	evergreen



	



	fragrant



	 - Foliage has a pleasant aroma when crushed.



	



	



	



	Special uses:



	



	



	



	



	



	







	



		



	



	naturalistic garden - Very useful as an informal groundcover in shady sites"
1520337107-7342,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daffodil (jonquilla cultivars),http://www.gardening.cornell.edu/homegardening/scene9872.html,images/garden/photos_garden/Amaryllidaceae/Narcissus/sp/Jonquilla_cultivars/whole_thumb.jpg,"Flowering in spring, daffodils are reliable, easy to grow, deer-resistant and great for naturalizing. Jonquilla Daffodils have fragrant blooms with wide perianths and short cups. The leaves are nearly cylindrical and flowers are often borne in clusters and come in a  wide variety of shades of red, orange, yellow, green, white, and pink.",full sun,requires well-drained soil,"Deadhead the plants to keep appearance tidy. Do not cut back the plants until the foliage begins to fade (about 6 weeks). Apply low-nitrogen, high-potassium fertilizer after blooming if bloom performance was poor.




	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	 - Some cultivars have sweetly scented blooms.




	



	



	



	Special uses:



	



	



	cut flowers - Some varieties are especially long lasting.



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335542-7232,http://www.gardening.cornell.edu/homegardening/scenee139.html,Portulaca,http://www.gardening.cornell.edu/homegardening/scene3552.html,images/garden/photos_garden/Portulacaceae/Portulaca/grandiflora/flower_thumb.jpg,"Portulaca is especially well-suited for growing in containers on patios and decks, with its fleshy, succulent leaves, red stems, and colorful cactus-like flowers in shades of red, orange, yellow, pink, purple and white.  Plants prefer hot, dry, almost desert-like conditions.",full sun,tolerates droughty soil,"Deadhead to reduce self-seeding.



	



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	







	Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds readily.  



		non-invasive



		



		



	



	not native to North America



	 - Native to South America.



	



	



	



	



	



	Special uses:



	



	



	



	



	



	direct-seeding"
1520338008-7357,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Columbine, Canada",http://www.gardening.cornell.edu/homegardening/scenec436.html,images/garden/photos_garden/Ranunculaceae/Aquilegia/canadensis/whole_thumb.jpg,"One of the most beautiful of all North American wildflowers, this short-lived perennial combines airy, fernlike foliage with delicate blooms sporting red tepals and yellow petals ending in red spurs. Self-seeds readily.",full sun,requires well-drained soil,"Remove faded blooms to prevent self-seeding if not desired. If foliage fades after flowering, cut the plants back to the ground. Grow near other garden plants that will fill in potentially empty space when plants fade after blooming.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Self-seeds prolifically



		non-invasive



		



		



	



	native to North America



	 - Native from Eastern Canada to southern and southwestern USA



	



	



	



	



	



	Special uses:



	



	



	cut flowers - Cut when just open, soak almost entirely in warm water for 1 hour.



	



	



	



	dried flowers - The seed pods are attractive in dried arrangments.



	



	



	



	



	







	



	wildflowers



	



	



		



	



	naturalistic garden"
1520335397-7161,http://www.gardening.cornell.edu/homegardening/scenee139.html,Yellow Tuft,http://www.gardening.cornell.edu/homegardening/scene9a98.html,images/garden/photos_garden/Brassicaceae/Alyssum/argenteum/whole_thumb.jpg,null,full sun,requires well-drained soil,"Cut the plants back after flowering has finished.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Readily self-sows.



		non-invasive



		



		



	



	not native to North America



	 - Europe



	



	fragrant



	 - Flowers have a sweet scent.



	



	



	



	Special uses:"
1520335462-7193,http://www.gardening.cornell.edu/homegardening/scenee139.html,Tithonia,http://www.gardening.cornell.edu/homegardening/scene7d6f.html,images/garden/photos_garden/Asteraceae/Tithonia/rotundifolia/flower_thumb.jpg,"These tall, upright plants are much like sunflowers, and bear brightly colored blooms in shades of orange, yellow, and red.",full sun,requires well-drained soil,"May require staking. Deadhead to prolong bloom.



	



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	







	Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Mexico to South America.



	



	



	



	







	Attracts:



	



	



	butterflies



	



	hummingbirds



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding"
1520335645-7282,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Iris, Yellow Flag",http://www.gardening.cornell.edu/homegardening/scene8f3c.html,images/garden/photos_garden/Iridaceae/Iris/pseudoacorus/flower_thumb.jpg,"At home in bog gardens and other soggy sites, this aggressive perennial has cheerful yellow blooms and stiff, erect dark green foliage.",full sun,requires damp soil,"Deadhead after flowering to prevent self sowing.  Divide in the spring or fall as needed.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds prolifically if not deadheaded.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe and North Africa."
1520335686-7302,http://www.gardening.cornell.edu/homegardening/scenee139.html,Griffith's Spurge,http://www.gardening.cornell.edu/homegardening/sceneeb28.html,images/garden/photos_garden/Euphorbiaceae/Euphorbia/griffithii/flower_thumb.jpg,Prized for its rich red and orange fall foliage.  An upright plant with reddish stems and showy floral heads with red and orange bracts and yellow blooms.,full sun,requires well-drained soil,"Cut the plants back by a third to a half or more after flowering to prevent self-seeding and encourage bushy growth. Does not like to be disturbed. Divide to propagate or if absolutely necessary.Mulch to prevent winter injury.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds freely and spreads by underground rhizomes.



		non-invasive



		



		



	



	not native to North America



	 - China and Himalayas"
1520335707-7312,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Geranium, lilac",http://www.gardening.cornell.edu/homegardening/scene2644.html,images/garden/photos_garden/Geraniaceae/Geranium/himalayense/leaf_thumb.jpg,"Forms dense, spreading mounds of blunt, toothed, and lobed leaves. Produces dainty, white-centered blooms in shades of blue and violet from early summer to early fall.",full sun,requires well-drained soil,"Protect from overly moist winter conditions. Divide every 2-3 years.  Don't let soil dry out.  



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to the Himalayas"
1520336927-7339,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daffodil (trumpet-flowered cultivars),http://www.gardening.cornell.edu/homegardening/scene8ba8.html,images/garden/photos_garden/Amaryllidaceae/Narcissus/sp/trumpet_flowered_cultivars/flower_thumb.jpg,"Flowering in spring, daffodils are reliable, easy to grow, deer-resistant and great for naturalizing. Trumpet-Flowered Daffodils have blooms with flattened outer petals and trumpet shaped cups that flare from their base to a wide, open rim.  Flowers come in a wide variety of shades of red, orange, yellow, green, white, and pink.",full sun,requires well-drained soil,"Deadhead the plants to keep appearance tidy. Do not cut back the plants until the foliage begins to fade (about 6 weeks). Apply low-nitrogen, high-potassium fertilizer after blooming if bloom performance was poor.




	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	 - Some cultivars have sweetly scented blooms.



	



	



	



	Special uses:



	



	



	cut flowers - Some varieties are especially long-lasting. 




	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335659-7289,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Indigo, Blue Wild",http://www.gardening.cornell.edu/homegardening/scenec2bb.html,images/garden/photos_garden/Fabaceae/Baptisia/australis/whole_thumb.jpg,"Showy spikes of indigo-blue blooms rise up to 6 feet tall in spring.  The medium- to deep-green foliage is attractive and resembles clover.  Tolerates drought and low fertility, but requires well-drained soil.",full sun,tolerates droughty soil,"Cut plants back by 1/3 after blooming to prevent legginess and sprawling growth. Regrowth will keep plants attractive the rest of the season, but you lose the ornamental seed pods.In more formal gardens, plants may require staking. You can remove faded foliage in the fall after frost has killed it back, or you can leave plants intact to overwinter. They usually fall over by midwinter.




	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Eastern U.S.



	



	



	bears ornamental fruit



	 - Shiny black seedpods often used in dried arrangments.



	



	



	Special uses:



	



	



	cut flowers - Cut when in full blooms, as buds usually do not open once cut.



	



	



	



	dried flowers - The blacks seed pods are used in arrangements.



	



	



	



	



	







	



	wildflowers



	



	



		



	



	naturalistic garden"
